domain,prompt_type,question,ground_truth,model_answer,confidence_pct,raw_response,LLM_right
MedQA,mcq,"A 48-year-old woman comes to the emergency department because of a photosensitive blistering rash on her hands, forearms, and face for 3 weeks. The lesions are not itchy. She has also noticed that her urine has been dark brown in color recently. Twenty years ago, she was successfully treated for Coats disease of the retina via retinal sclerotherapy. She is currently on hormonal replacement therapy for perimenopausal symptoms. Her aunt and sister have a history of a similar skin lesions. Examination shows multiple fluid-filled blisters and oozing erosions on the forearms, dorsal side of both hands, and forehead. There is hyperpigmented scarring and patches of bald skin along the sides of the blisters. Laboratory studies show a normal serum ferritin concentration. Which of the following is the most appropriate next step in management to induce remission in this patient?",C,C,90.0,"Answer: C
Confidence: 90%",True
MedQA,mcq,"A 53-year-old man comes to the emergency department because of severe right-sided flank pain for 3 hours. The pain is colicky, radiates towards his right groin, and he describes it as 8/10 in intensity. He has vomited once. He has no history of similar episodes in the past. Last year, he was treated with naproxen for swelling and pain of his right toe. He has a history of hypertension. He drinks one to two beers on the weekends. Current medications include amlodipine. He appears uncomfortable. His temperature is 37.1°C (99.3°F), pulse is 101/min, and blood pressure is 130/90 mm Hg. Examination shows a soft, nontender abdomen and right costovertebral angle tenderness. An upright x-ray of the abdomen shows no abnormalities. A CT scan of the abdomen and pelvis shows a 7-mm stone in the proximal ureter and grade I hydronephrosis on the right. Which of the following is most likely to be seen on urinalysis?",B,B,90.0,"Answer: B
Confidence: 90%",True
MedQA,mcq,"A 5-year-old girl is brought to the clinic by her mother for excessive hair growth. Her mother reports that for the past 2 months she has noticed hair at the axillary and pubic areas. She denies any family history of precocious puberty and reports that her daughter has been relatively healthy with an uncomplicated birth history. She denies any recent illnesses, weight change, fever, vaginal bleeding, pain, or medication use. Physical examination demonstrates Tanner stage 4 development. A pelvic ultrasound shows an ovarian mass. Laboratory studies demonstrates an elevated level of estrogen. What is the most likely diagnosis?",A,A,90.0,"Answer: A
Confidence: 90%",True
MedQA,mcq,"A 16-year-old boy is brought to the physician by his mother because she is worried about his behavior. Yesterday, he was expelled from school for repeatedly skipping classes. Over the past 2 months, he was suspended 3 times for bullying and aggressive behavior towards his peers and teachers. Once, his neighbor found him smoking cigarettes in his backyard. In the past, he consistently maintained an A grade average and had been a regular attendee of youth group events at their local church. The mother first noticed this change in behavior 3 months ago, around the time at which his father moved out after discovering his wife was having an affair. Which of the following defense mechanisms best describes the change in this patient's behavior?",A,A,90.0,"Answer: A
Confidence: 90%",True
MedQA,mcq,"A 63-year-old woman presents to her primary-care doctor for a 2-month history of vision changes, specifically citing the gradual onset of double vision. Her double vision is present all the time and does not get better or worse throughout the day. She has also noticed that she has a hard time keeping her right eye open, and her right eyelid looks 'droopy' in the mirror. Physical exam findings during primary gaze are shown in the photo. Her right pupil is 6 mm and poorly reactive to light. The rest of her neurologic exam is unremarkable. Laboratory studies show an Hb A1c of 5.0%. Which of the following is the next best test for this patient?",C,C,90.0,"Answer: C
Confidence: 90%",True
MedQA,mcq,"An investigator is studying the modification of newly formed polypeptides in plated eukaryotic cells. After the polypeptides are released from the ribosome, a chemically-tagged protein attaches covalently to lysine residues on the polypeptide chain, forming a modified polypeptide. When a barrel-shaped complex is added to the cytoplasm, the modified polypeptide lyses, resulting in individual amino acids and the chemically-tagged proteins. Which of the following post-translational modifications has most likely occurred?",D,D,90.0,"Answer: D
Confidence: 90%",True
MedQA,mcq,"A 38-year-old man presents to his physician with double vision persisting for a week. When he enters the exam room, the physician notes that the patient has a broad-based gait. The man’s wife informs the doctor that he has been an alcoholic for the last 5 years and his consumption of alcohol has increased significantly over the past few months. She also reports that he has become indifferent to his family members over time and is frequently agitated. She also says that his memory has been affected significantly, and when asked about a particular detail, he often recollects it incorrectly, though he insists that his version is the true one. On physical examination, his vital signs are stable, but when the doctor asks him where he is, he seems to be confused. His neurological examination also shows nystagmus. Which of the following options describes the earliest change in the pathophysiology of the central nervous system in this man?",A,A,90.0,"Answer: A
Confidence: 90%",True
MedQA,mcq,"A 69-year-old man is brought by his son to the emergency department with weakness in his right arm and leg. The man insists that he is fine and blames his son for ""creating panic"". Four hours ago the patient was having tea with his wife when he suddenly dropped his teacup. He has had difficulty moving his right arm since then and cannot walk because his right leg feels stuck. He has a history of hypertension and dyslipidemia, for which he currently takes lisinopril and atorvastatin, respectively. He is allergic to aspirin and peanuts. A computerized tomography (CT) scan shows evidence of an ischemic stroke. Which medication would most likely prevent such attacks in this patient in the future?",D,D,90.0,"Answer: D
Confidence: 90%",True
MedQA,mcq,A 70-year-old man presents to a medical clinic reporting blood in his urine and lower abdominal pain for the past few days. He is also concerned about urinary frequency and urgency. He states that he recently completed a cycle of chemotherapy for non-Hodgkin lymphoma. Which medication in the chemotherapy regimen most likely caused his symptoms?,C,C,90.0,"Answer: C
Confidence: 90%",True
MedQA,mcq,A 27-year-old man presents to the emergency department after a dog bite. The patient was intoxicated and pulled the dog’s tail while it was eating. The dog belongs to his friend and is back at his friend’s house currently. Physical exam is notable for a dog bite on the patient’s right arm. The wound is irrigated and explored with no retained bodies found. A tetanus vaccination is administered. Which of the following is appropriate management of this patient?,A,A,90.0,"Answer: A
Confidence: 90%",True
MedQA,mcq,"A 19-year-old woman, accompanied by her parents, presents after a one-week history of abnormal behavior, delusions, and unusual aggression. She denies fever, seizures or illicit drug use. Family history is negative for psychiatric illnesses. She was started on risperidone and sent home with her parents. Three days later, she is brought to the emergency department with fever and confusion. She is not verbally responsive. At the hospital, her temperature is 39.8°C (103.6°F), the blood pressure is 100/60 mm Hg, the pulse rate is 102/min, and the respiratory rate is 16/min. She is extremely diaphoretic and appears stiff. She has spontaneous eye-opening but she is not verbally responsive and she is not following commands. Laboratory studies show:
Sodium 142 mmol/L
Potassium 5.0 mmol/L
Creatinine 1.8 mg/dl
Calcium 10.4 mg/dl
Creatine kinase 9800 U/L
White blood cells 14,500/mm3
Hemoglobin 12.9 g/dl
Platelets 175,000/mm3
Urinalysis shows protein 1+, hemoglobin 3+ with occasional leukocytes and no red blood casts. What is the best first step in the management of this condition?",C,C,100.0,"Answer: C
Confidence: 100%",True
MedQA,mcq,"A 35-year-old woman comes to the physician because of a 1-month history of double vision, difficulty climbing stairs, and weakness when trying to brush her hair. She reports that these symptoms are worse after she exercises and disappear after she rests for a few hours. Physical examination shows drooping of her right upper eyelid that worsens when the patient is asked to gaze at the ceiling for 2 minutes. There is diminished motor strength in the upper extremities. The remainder of the examination shows no abnormalities. Which of the following is the most likely diagnosis?",A,A,95.0,"Answer: A
Confidence: 95%",True
MedQA,mcq,A 6-year-old male who recently immigrated to the United States from Asia is admitted to the hospital with dyspnea. Physical exam reveals a gray pseudomembrane in the patient's oropharynx along with lymphadenopathy. The patient develops myocarditis and expires on hospital day 5. Which of the following would have prevented this patient's presentation and decline?,D,D,90.0,"Answer: D
Confidence: 90%",True
MedQA,mcq,"A 12-year-old boy who recently emigrated from Pakistan presents with fever, muscle pain, and weakness of the trunk, abdomen, and legs. The patient’s mother says that he has not been vaccinated. Physical examination reveals fasciculation and flaccid paralysis of the lower limbs. A CSF analysis reveals lymphocytosis with normal glucose and protein levels. A throat swab reveals an RNA virus. Which of the following would most likely be destroyed by the virus in this patient?",D,D,100.0,"Answer: D
Confidence: 100%",True
MedQA,mcq,"A researcher is studying the properties of an enzyme that adds phosphate groups to glucose. She discovers that the enzyme is present in most body tissues and is located in the cytoplasm of the cells expressing the enzyme. She decides to mix this enzyme under subphysiologic conditions with varying levels of glucose in order to determine the kinetic properties of the enzyme. Specifically, she adds increasing levels of glucose at a saturating concentration of phosphate and sees that the rate at which glucose becomes phosphorylated gets faster at higher levels of glucose. She observes that this rate approaches a maximum speed and calls this speed Y. She then determines the concentration of glucose that is needed to make the enzyme function at half the speed Y and calls this concentration X. Which of the following is most likely true about the properties of this enzyme?",D,C,90.0,"Answer: C
Confidence: 90%",False
MedQA,mcq,"A 31-year-old G2P2 female at 40 weeks gestation presents to the hospital following a rush of water that came from her vagina. She is 4 cm dilated and 80% effaced. Fetal heart tracing shows a pulse of 155/min with variable decelerations. About 12 hours after presentation, she gives birth to a 6 lb 15 oz baby boy with APGAR scores of 8 and 9 at 1 and 5 minutes, respectively. Which of the following structures is responsible for inhibition of female internal genitalia?",D,D,100.0,"Answer: D
Confidence: 100%",True
MedQA,mcq,"A 43-year-old woman presents to the emergency department complaining of palpitations, dry cough, and shortness of breath for 1 week. She immigrated to the United States from Korea at the age of 20. She says that her heart is racing and she has never felt these symptoms before. Her cough is dry and is associated with shortness of breath that occurs with minimal exertion. Her past medical history is otherwise unremarkable. She has no allergies and is not currently taking any medications. She is a nonsmoker and an occasional drinker. She denies illicit drug use. Her blood pressure is 100/65 mm Hg, pulse is 76/min, respiratory rate is 23/min, and temperature is 36.8°C (98.2°F). Her physical examination is significant for bibasilar lung crackles and a non-radiating, low-pitched, mid-diastolic rumbling murmur best heard at the apical region. In addition, she has jugular vein distention and bilateral pitting edema in her lower extremities. Which of the following best describes the infectious agent that led to this patient’s condition?",B,B,90.0,"Answer: B
Confidence: 90%",True
MedQA,mcq,"A male neonate is being examined by a pediatrician. His mother informs the doctor that she had a mild fever with rash, muscle pain, and swollen and tender lymph nodes during the second month of gestation. The boy was born at 39 weeks gestation via spontaneous vaginal delivery with no prenatal care. On physical examination, the neonate has normal vital signs. Retinal examination reveals the findings shown in the image. Which of the following congenital heart defects is most likely to be present in this neonate?",D,B,80.0,"Answer: B
Confidence: 80%",False
MedQA,mcq,"A 4-year-old boy is brought to the emergency department by his parents. He is lethargic and confused and has a severe headache, vomiting, and a high-grade fever since earlier that day. His mother reports that the child was doing well until 2 days ago when he developed a fever and green nasal discharge. The patient has a history of neonatal sepsis, meningococcemia at 18 months of age, and pneumococcal pneumonia at 2 and 3 years of age. His scheduled vaccinations are up to date. His blood pressure is 70/50 mm Hg, heart rate is 120/min, respiratory rate is 22/min, and temperature is 39.3°C (102.4°F). On examination, the child is lethargic and his skin is pale, with several petechiae over his buttocks. There is a purulent nasal discharge from both nostrils. The lungs are clear to auscultation bilaterally. Heart sounds are normal. There is marked neck rigidity. Cerebrospinal fluid analysis shows the following results:
Opening pressure 100 mm H2O
Appearance cloudy
Protein 500 mg/dL (5 g/L)
White blood cells 2500/μL (polymorphonuclear predominance)
Protein 450 mg/dL (4.5 g/L)
Glucose 31 mg/dL (1.7 mmol/L)
Culture positive for N. meningitidis
Which of the following immunological processes is most likely to be impaired in this child?",C,C,90.0,"Answer: C
Confidence: 90%",True
MedQA,mcq,"A 66-year-old woman with chronic obstructive pulmonary disease is brought to the emergency department because of fever, body aches, malaise, and a dry cough. She has smoked one pack of cigarettes daily for 30 years but quit smoking 1 year ago. She lives with her daughter and her granddaughter, who attends daycare. Her temperature is 38.1°C (101°F). Physical examination shows bilateral conjunctivitis, rhinorrhea, and erythematous tonsils without exudates. Further testing confirms infection with an enveloped orthomyxovirus. Administration of a drug with which of the following mechanisms of action is most appropriate?",C,C,100.0,"Answer: C
Confidence: 100%",True
MedQA,mcq,"A 38-year-old woman undergoes hemithyroidectomy for treatment of localized, well-differentiated papillary thyroid carcinoma. The lesion is removed with clear margins. However, during the surgery, a structure lying directly adjacent to the superior thyroid artery at the upper pole of the thyroid lobe is damaged. This patient is most likely to experience which of the following symptoms?",A,C,90.0,"Answer: C
Confidence: 90%",False
MedQA,mcq,"A 27-year-old man presents to the emergency room with persistent fever, nausea, and vomiting for the past 3 days. While waiting to be seen, he quickly becomes disoriented and agitated. Upon examination, he has visible signs of difficulty breathing with copious oral secretions and generalized muscle twitching. The patient’s temperature is 104°F (40°C), blood pressure is 90/64 mmHg, pulse is 88/min, and respirations are 18/min with an oxygen saturation of 90% on room air. When the nurse tries to place a nasal cannula, the patient becomes fearful and combative. The patient is sedated and placed on mechanical ventilation. Which of the following is a risk factor for the patient’s most likely diagnosis?",D,D,95.0,"Answer: D
Confidence: 95%",True
MedQA,mcq,"A 21-year-old man presents to the emergency department after sustaining a stab wound to the neck at a local farmer's market. The patient is otherwise healthy and is complaining of pain. The patient is able to offer the history himself. His temperature is 97.6°F (36.4°C), blood pressure is 120/84 mmHg, pulse is 90/min, respirations are 15/min, and oxygen saturation is 98% on room air. Physical exam demonstrates a 3 cm laceration 1 cm inferior to the mastoid process on the right side. The patient's breath sounds are clear and he is protecting his airway. No stridor or difficulty breathing is noted. Which of the following is the most appropriate next step in the management of this patient?",A,A,90.0,"Answer: A
Confidence: 90%",True
MedQA,mcq,"A 13-year-old girl presents to a medical office for the evaluation of a lump on the front of her neck. The patient denies pain, but states that the mass bothers her because “it moves when I swallow”. The physical examination reveals a midline neck mass that is above the hyoid bone but below the level of the mandible. The mass is minimally mobile and feels fluctuant without erythema. The patient is afebrile and all vital signs are stable. A complete blood count and thyroid function tests are performed and are within normal limits. What is the most likely cause of this patient’s presentation?",C,C,90.0,"Answer: C
Confidence: 90%",True
MedQA,mcq,"A 35-year-old woman with a history of Crohn disease presents for a follow-up appointment. She says that lately, she has started to notice difficulty walking. She says that some of her friends have joked that she appears to be walking as if she was drunk. Past medical history is significant for Crohn disease diagnosed 2 years ago, managed with natalizumab for the past year because her intestinal symptoms have become severe and unresponsive to other therapies. On physical examination, there is gait and limb ataxia present. Strength is 4/5 in the right upper limb. A T1/T2 MRI of the brain is ordered and is shown. Which of the following is the most likely diagnosis?",D,D,90.0,"Answer: D
Confidence: 90%",True
MedQA,mcq,"A 23-year-old G1 at 10 weeks gestation based on her last menstrual period is brought to the emergency department by her husband due to sudden vaginal bleeding. She says that she has mild lower abdominal cramps and is feeling dizzy and weak. Her blood pressure is 100/60 mm Hg, the pulse is 100/min, and the respiration rate is 15/min. She says that she has had light spotting over the last 3 days, but today the bleeding increased markedly and she also noticed the passage of clots. She says that she has changed three pads since the morning. She has also noticed that the nausea she was experiencing over the past few days has subsided. The physician examines her and notes that the cervical os is open and blood is pooling in the vagina. Products of conception can be visualized in the os. The patient is prepared for a suction curettage. Which of the following is the most likely cause for the pregnancy loss?",C,C,80.0,"Answer: C
Confidence: 80%",True
MedQA,mcq,"An 8-month-old boy is brought to a medical office by his mother. The mother states that the boy has been very fussy and has not been feeding recently. The mother thinks the baby has been gaining weight despite not feeding well. The boy was delivered vaginally at 39 weeks gestation without complications. On physical examination, the boy is noted to be crying in his mother’s arms. There is no evidence of cyanosis, and the cardiac examination is within normal limits. The crying intensifies when the abdomen is palpated. The abdomen is distended with tympany in the left lower quadrant. You suspect a condition caused by the failure of specialized cells to migrate. What is the most likely diagnosis?",D,D,90.0,"Answer: D
Confidence: 90%",True
MedQA,mcq,"A 60-year-old man seeks evaluation at a medical office due to leg pain while walking. He says the pain starts in his buttocks and extends to his thighs and down to his calves. Previously, the pain resolved with rest, but the pain now persists in his feet, even during rest. His past medical history is significant for diabetes mellitus, hypertension, and cigarette smoking. The vital signs are within normal limits. The physical examination shows an atrophied leg with bilateral loss of hair. Which of the following is the most likely cause of this patient’s condition?",B,B,90.0,"Answer: B
Confidence: 90%",True
MedQA,mcq,"A 52-year-old man presents to the emergency department with chest pain radiating to his left jaw and arm. He states that he had experienced similar symptoms when playing basketball. The medical history is significant for diabetes mellitus, hypertension, and GERD, for which he takes metformin, hydrochlorothiazide, and pantoprazole, respectively. The blood pressure is 150/90 mm Hg, the pulse is 100/min, and the respirations are 15/min. The ECG reveals ST elevation in leads V3-V6. He is hospitalized for an acute MI and started on treatment. The next day he complains of dizziness and blurred vision. Repeat vital signs were as follows: blood pressure 90/60 mm Hg, pulse 72/min, and respirations 12/min. The laboratory results were as follows:
Serum chemistry
Sodium 143 mEq/L
Potassium 4.1 mEq/L
Chloride 98 mEq/L
Bicarbonate 22 mEq/L
Blood urea nitrogen  26 mg/dL
Creatinine 2.3 mg/dL
Glucose 120 mg/dL
Which of the following drugs is responsible for this patient’s lab abnormalities?",C,C,90.0,"Answer: C
Confidence: 90%",True
MedQA,mcq,"A 28-year-old woman is brought to the hospital by her boyfriend. She has had three days of fever and headache followed by one day of worsening confusion and hallucinations. She also becomes agitated when offered water. Her temperature is 101°F (38.3°C). Two months prior to presentation, the couple was camping and encountered bats in their cabin. In addition to an injection shortly after exposure, what would have been the most effective treatment for this patient?",A,A,100.0,"Answer: A
Confidence: 100%",True
MedQA,mcq,A 60-year-old man comes to the physician for an examination prior to a scheduled cholecystectomy. He has hypertension treated with hydrochlorothiazide. His mother had chronic granulomatous disease of the lung. He works in a glass manufacturing plant. He has smoked two packs of cigarettes daily for 38 years. His vital signs are within normal limits. Examination shows no abnormalities. Laboratory studies are within the reference range. An x-ray of the chest is shown. Which of the following is the most appropriate next step in management?,D,D,90.0,"Answer: D
Confidence: 90%",True
MedQA,mcq,"You are examining a 3-day-old newborn who was delivered vaginally without any complications. The newborn presents with vomiting, hyperventilation, lethargy, and seizures. Blood work demonstrates hyperammonemia, elevated glutamine levels, and decreased blood urea nitrogen. A CT scan demonstrates cerebral edema. Defects in which of the following enzymes would result in a clinical presentation similar to this infant?",D,D,90.0,"Answer: D
Confidence: 90%",True
MedQA,mcq,"A 48-year-old man with HIV comes to the physician because of skin lesions over his face and neck for 2 weeks. They are not itchy or painful. He does not have fever or a sore throat. He was treated for candidal esophagitis 3 months ago. He is sexually active with his wife, who knows of his condition, and uses condoms consistently. He is currently receiving triple antiretroviral therapy with lamivudine, abacavir, and efavirenz. He is 175 cm (5 ft 9 in) tall and weighs 58 kg (128 lb); BMI is 18.8 kg/m2. Examination shows multiple skin colored papules over his face and neck with a dimpled center. Cervical lymphadenopathy is present. The remainder of the examination is unremarkable. His hemoglobin concentration is 12.1 g/dL, leukocyte count is 4,900/mm3, and platelet count is 143,000/mm3; serum studies and urinalysis show no abnormalities. CD4+ T-lymphocyte count is 312/mm3 (normal ≥ 500). Which of the following is the most likely cause of this patient's findings?",C,C,90.0,"Answer: C
Confidence: 90%",True
MedQA,mcq,"A 55-year-old man comes to the physician because of fatigue and worsening abdominal pain for 4 weeks. He also reports excessive night sweats and a 5.4-kg (12-lb) weight loss during this time. He has a neck swelling for 4 days. Physical examination shows a nontender, enlarged, and fixed supraclavicular lymph node. There is splenomegaly. A CT scan of the thorax and abdomen shows massively enlarged axillary, mediastinal, and cervical lymph nodes. Analysis of an excised cervical lymph node shows lymphocytes with a high proliferative index that stain positive for CD20. Which of the following is the most likely diagnosis?",C,C,90.0,"Answer: C
Confidence: 90%",True
MedQA,mcq,"A 26-year-old G1P0 woman at 32-weeks gestation presents for follow-up ultrasound. She was diagnosed with gestational diabetes during her second trimester, but admits to poor glucose control and non-adherence to insulin therapy. Fetal ultrasound reveals an asymmetric, enlarged interventricular septum, left ventricular outflow tract obstruction, and significantly reduced ejection fraction. Which of the following is the most appropriate step in management after delivery?",D,D,90.0,"Answer: D
Confidence: 90%",True
MedQA,mcq,"A recent study attempted to analyze whether increased ""patient satisfaction"" driven healthcare resulted in increased hospitalization. In this hospital, several of the wards adopted new aspects of ""patient satisfaction"" driven healthcare, whereas the remainder of the hospital continued to use existing protocols. Baseline population characteristics and demographics were collected at the start of the study. At the end of the following year, hospital use was assessed and compared between the two groups. Which of the following best describes this type of study?",A,A,90.0,"Answer: A
Confidence: 90%",True
MedQA,mcq,"A new screening test utilizing a telemedicine approach to diagnosing diabetic retinopathy has been implemented in a diabetes clinic. An ophthalmologist’s exam was also performed on all patients as the gold standard for diagnosis. In a pilot study of 500 patients, the screening test detected the presence of diabetic retinopathy in 250 patients. Ophthalmologist exam confirmed a diagnosis of diabetic retinopathy in 200 patients who tested positive in the screening test, as well as 10 patients who tested negative in the screening test. What is the sensitivity, specificity, positive predictive value, and negative predictive value of the screening test?",D,A,100.0,"Answer: A
Confidence: 100%",False
MedQA,mcq,"A healthy 22-year-old male participates in a research study you are leading to compare the properties of skeletal and cardiac muscle. You conduct a 3-phased experiment with the participant. In the first phase, you get him to lift up a 2.3 kg (5 lb) weight off a table with his left hand. In the second phase, you get him to do 20 burpees, taking his heart rate to 150/min. In the third phase, you electrically stimulate his gastrocnemius with a frequency of 50 Hz. You are interested in the tension and electrical activity of specific muscles as follows: Biceps in phase 1, cardiac muscle in phase 2, and gastrocnemius in phase 3. What would you expect to be happening in the phases and the respective muscles of interest?",D,D,90.0,"Answer: D
Confidence: 90%",True
MedQA,mcq,"A 20-year-old male comes into your office two days after falling during a pick up basketball game. The patient states that the lateral aspect of his knee collided with another player's knee. On exam, the patient's right knee appears the same size as his left knee without any swelling or effusion. The patient has intact sensation and strength in both lower extremities. The patient's right knee has no laxity upon varus stress test, but is more lax upon valgus stress test when compared to his left knee. Lachman's test and posterior drawer test both have firm endpoints without laxity. Which of the following structures has this patient injured?",C,C,90.0,"Answer: C
Confidence: 90%",True
MedQA,mcq,"A 4-year-old boy is brought to the physician because of swelling around his eyes for 4 days. The swelling is most severe in the morning and milder by bedtime. Ten days ago, he had a sore throat that resolved spontaneously. His temperature is 37°C (98.6°F), pulse is 103/min, and blood pressure is 88/52 mm Hg. Examination shows 3+ pitting edema of the lower extremities and periorbital edema. The remainder of the examination shows no abnormalities. Laboratory studies show:
Hemoglobin 15.3 g/dL
Leukocyte count 10,500/mm3
Platelet count 480,000/mm3
Serum
Urea nitrogen 36 mg/dL
Glucose 67 mg/dL
Creatinine 0.8 mg/dL
Albumin 2.6 mg/dL
Urine
Blood negative
Glucose negative
Protein 4+
RBC none
WBC 0–1/hpf
Fatty casts numerous
Protein/creatinine ratio 6.8 (N ≤0.2)
Serum complement concentrations are within the reference ranges. Which of the following is the most appropriate next step in management?""",D,D,90.0,"Answer: D
Confidence: 90%",True
MedQA,mcq,"An 18-year-old man comes to the clinic with his mom for “pins and needles” of both of his arms. He denies any past medical history besides a recent anterior cruciate ligament (ACL) tear that was repaired 1 week ago. The patient reports that the paresthesias are mostly located along the posterior forearms, left more than the right. What physical examination finding would you expect from this patient?",D,D,90.0,"Answer: D
Confidence: 90%",True
MedQA,mcq,"A 9-year-old girl is resuscitated after the administration of an erroneous dose of intravenous phenytoin for recurrent seizures. This incident is reported to the authorities. A thorough investigation reveals various causative factors leading to the event. One important finding is a verbal misunderstanding of the dose of phenytoin between the ordering senior resident and the receiving first-year resident during the handover of the patient. To minimize the risk of this particular error in the future, the most appropriate management is to implement which of the following?",A,A,100.0,"Answer: A
Confidence: 100%",True
MedQA,mcq,"You are the team physician for an NBA basketball team. On the morning of an important playoff game, an EKG of a star player, Mr. P, shows findings suspicious for hypertrophic cardiomyopathy (HCM). Mr. P is an otherwise healthy, fit, professional athlete.

The playoff game that night is the most important of Mr. P's career. When you inform the coach that you are thinking of restricting Mr. P's participation, he threatens to fire you. Later that day you receive a phone call from the owner of the team threatening a lawsuit should you restrict Mr. P's ability to play. Mr. P states that he will be playing in the game ""if it's the last thing I do.""

Which of the following is the most appropriate next step?",D,D,100.0,"Answer: D
Confidence: 100%",True
MedQA,mcq,"A 37-year-old woman presents to the emergency department complaining of generalized malaise, weakness, headache, nausea, vomiting, and diarrhea; she last felt well roughly two days ago. She is otherwise healthy, and takes no medications. Her vital signs are: T 38.0, HR 96 beats per minute, BP 110/73, and O2 sat 96% on room air. Examination reveals a somewhat ill-appearing woman; she is drowsy but arousable and has no focal neurological deficits. Initial laboratory studies are notable for hematocrit 26%, platelets of 80,000/mL, and serum creatinine of 1.5 mg/dL. Which of the following is the most appropriate treatment at this time?",D,C,80.0,"Answer: C
Confidence: 80%",False
MedQA,mcq,"A 5-week-old infant born at 36 weeks' gestation is brought to the physician for a well-child examination. Her mother reports that she previously breastfed her for 15 minutes every 2 hours but now feeds her for 40 minutes every 4 hours. The infant has six wet diapers and two stools daily. She currently weighs 3500 g (7.7 lb) and is 52 cm (20.4 in) in length. Vital signs are with normal limits. Cardiopulmonary examination shows a grade 4/6 continuous murmur heard best at the left infraclavicular area. After confirming the diagnosis via echocardiography, which of the following is the most appropriate next step in management of this patient?",B,B,90.0,"Answer: B
Confidence: 90%",True
MedQA,mcq,"A 51-year-old woman comes to the physician because of a 1-day history of right flank pain and bloody urine. Over the past 2 weeks, she has also developed progressive lower extremity swelling and a 3-kg (7-lb) weight gain. She has a history of chronic hepatitis B infection, which was diagnosed 10 years ago. She frequently flies from California to New York for business. She appears fatigued. Her pulse is 98/min, respirations are 18/min, and blood pressure is 135/75 mm Hg. Examination shows periorbital edema, a distended abdomen, and 2+ edema of the lower extremities. The lungs are clear to auscultation. A CT scan of the abdomen shows a nodular liver with ascites, a large right kidney with abundant collateral vessels, and a filling defect in the right renal vein. Urinalysis shows 4+ protein, positive glucose, and fatty casts. Which of the following is the most likely underlying cause of this patient's renal vein findings?",B,B,90.0,"Answer: B
Confidence: 90%",True
MedQA,mcq,"A 57-year-old man comes to the physician for a follow-up evaluation of chronic, retrosternal chest pain. The pain is worse at night and after heavy meals. He has taken oral pantoprazole for several months without any relief of his symptoms. Esophagogastroduodenoscopy shows ulcerations in the distal esophagus and a proximally dislocated Z-line. A biopsy of the distal esophagus shows columnar epithelium with goblet cells. Which of the following microscopic findings underlie the same pathomechanism as the cellular changes seen in this patient?",A,A,90.0,"Answer: A
Confidence: 90%",True
MedQA,mcq,"A 37-year-old woman comes to the physician because of a 6-month history of weight loss, bloating, and diarrhea. She does not smoke or drink alcohol. Her vital signs are within normal limits. She is 173 cm (5 ft 8 in) tall and weighs 54 kg (120 lb); BMI is 18 kg/m2. Physical examination shows bilateral white spots on the temporal half of the conjunctiva, dry skin, and a hard neck mass in the anterior midline that does not move with swallowing. Urinalysis after a D-xylose meal shows an increase in renal D-xylose excretion. Which of the following is most likely to have prevented this patient's weight loss?",B,A,80.0,"Answer: A
Confidence: 80%",False
MedQA,mcq,"A 52-year-old man presents for a routine checkup. Past medical history is remarkable for stage 1 systemic hypertension and hepatitis A infection diagnosed 10 years ago. He takes aspirin, rosuvastatin, enalapril daily, and a magnesium supplement every once in a while. He is planning to visit Ecuador for a week-long vacation and is concerned about malaria prophylaxis before his travel. The physician advised taking 1 primaquine pill every day while he is there and for 7 consecutive days after leaving Ecuador. On the third day of his trip, the patient develops an acute onset headache, dizziness, shortness of breath, and fingertips and toes turning blue. His blood pressure is 135/80 mm Hg, heart rate is 94/min, respiratory rate is 22/min, temperature is 36.9℃ (98.4℉), and blood oxygen saturation is 97% in room air. While drawing blood for his laboratory workup, the nurse notes that his blood has a chocolate brown color. Which of the following statements best describes the etiology of this patient’s most likely condition?",D,D,90.0,"Answer: D
Confidence: 90%",True
MedQA,mcq,"A 31-year-old woman, gravida 2, para 1, at 32 weeks' gestation comes to the emergency department for sudden leakage of clear vaginal fluid. Her pregnancy has been uncomplicated. Her first child was born at term by vaginal delivery. She has no history of serious illness. She does not drink alcohol or smoke cigarettes. Current medications include vitamin supplements. Her temperature is 37.2°C (98.9°F), pulse is 70/min, respirations are 18/min, and blood pressure is 128/82 mm Hg. Speculum examination demonstrates clear fluid in the cervical canal. The fetal heart rate is reactive at 160/min with no decelerations. Tocometry shows uterine contractions. Nitrazine testing is positive. She is started on indomethacin. Which of the following is the most appropriate next step in management?",C,C,90.0,"Answer: C
Confidence: 90%",True
MedQA,mcq,"A 16-year-old girl is brought to the emergency department by her friends who say that she took a whole bottle of her mom’s medication. They do not know which medication it was she ingested. The patient is slipping in and out of consciousness and is unable to offer any history. Her temperature is 39.6°C (103.2°F), the heart rate is 135/min, the blood pressure is 178/98 mm Hg, and the respiratory rate is 16/min. On physical examination, there is significant muscle rigidity without tremor or clonus. Which of the following is the best course of treatment for this patient?",B,B,90.0,"Answer: B
Confidence: 90%",True
